Id|RouteId|Route|AccountId|Account|Address|City|State|Location|Last24HoursSales|Last7DaysSales|Fill %|Sales|SoldoutItems|EmptyLanes|ItemsToPick|DaysSinceLastVisit|IsAccountOpen
948|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|1F CC Emergency Department|52.5000|495.2500|58.146067415730337|145.5000|0|0|149|2|True
949|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|1F CC Emergency Department|20.0000|284.2500|75.496688741721854|61.7500|0|0|75|2|True
944|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|6F CC Outside Marketeria|50.2500|371.5000|84.552845528455284|141.5000|0|0|95|3|True
945|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|6F CC Outside Marketeria|35.7500|254.2500|73.244147157190635|83.0000|0|0|80|3|True
946|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|6F CC Outside Marketeria|28.2500|223.7500|82.666666666666666|64.2500|0|0|52|3|True
964|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|6F CC Outside Marketeria|||5.000000000000000|47.5000|9|9|114|121|True
950|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|9F CC Visitor Lounge|19.5000|111.0000|83.720930232558139|42.5000|0|0|105|3|True
951|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|9F CC Visitor Lounge|8.2500|168.2500|71.428571428571428|38.0000|0|0|86|2|True
306|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|Basement Shuter - Lunchroom|10.0000|45.5000|78.125000000000000|18.5000|0|0|56|2|True
957|13|Route 1|298|St. Michael's Hospital|30 Bond St|Toronto|ON|Basement Shuter - Lunchroom|14.0000|69.7500|87.086092715231788|14.0000|0|0|41|2|True
97|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|2/F Rotunda facing Coxwell Lobby (B2 Entrance)|8.5000|39.0000|80.710659898477157|39.0000|0|0|38|7|True
183|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|2/F Rotunda facing Coxwell Lobby (B2 Entrance)|18.5000|93.2500|64.935064935064935|84.2500|0|0|189|7|True
4|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|4/F Dining Room|17.5000|57.0000|64.465408805031446|13.5000|2|2|113|0|True
249|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|4/F Dining Room|23.5000|37.2500|81.403508771929824|37.2500|0|0|55|7|True
182|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|4/F Dining Room|6.0000|21.0000|56.043956043956043|6.0000|0|0|160|0|True
95|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|Emergency Waiting Room|20.2500|459.2500|64.485981308411214|6.5000|5|5|228|0|True
120|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|Emergency Waiting Room||||0.0000|||0|0|True
231|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|Emergency Waiting Room|48.0000|600.2500|18.333333333333333|31.2500|0|0|245|0|True
181|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|Emergency Waiting Room|19.7500|188.0000|60.450819672131147|12.2500|0|0|193|0|True
210|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|Emergency Waiting Room||97.2500|46.634615384615384|79.5000|2|2|111|0|True
113|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|H7 near Maternity (J7)|18.2500|136.2500|66.433566433566433|14.2500|2|2|144|0|True
110|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|J2 CCU Waiting Room|11.5000|51.0000|84.062500000000000|51.0000|0|0|51|0|True
96|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|Mortimer Lobby|42.5000|221.5000|49.882352941176470|40.0000|5|5|213|0|True
232|13|Route 1|89|Toronto East General Hospital|825 Coxwell Ave.|Toronto|ON|Mortimer Lobby|15.2500|207.5000|60.855263157894736|11.5000|0|0|117|0|True
40|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|10/F - Eaton||22.2500|90.816326530612244|22.2500|0|0|18|8|True
250|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|11/F - CSB||11.0000|38.518518518518518|11.0000|0|0|166|7|True
117|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|3/F - CSB - Patient Waiting Area|13.7500|80.0000|63.103448275862068|80.0000|0|0|107|7|True
64|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|3/F - CSB - Patient Waiting Area||47.5000|79.807692307692307|47.5000|0|0|63|7|True
186|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|3/F - Elliott Elevators|2.7500|13.7500|66.666666666666666|69.0000|0|0|62|28|True
236|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|4/F - CSB|5.7500|33.7500|89.166666666666666|33.7500|0|0|33|8|True
438|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|4/F - CSB|5.5000|55.7500|71.875000000000000|55.7500|0|0|81|8|True
237|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|6/F - Eaton|5.5000|33.0000|61.500000000000000|82.7500|0|0|86|24|True
63|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|7/F - CSB||54.2500|75.875486381322957|33.5000|0|0|108|3|True
187|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|7/F - CSB||135.5000|80.540540540540540|19.2500|0|0|72|3|True
235|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Basement - CSB - By Elevator|||58.297872340425531|138.0000|0|0|98|7|True
188|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Basement - Receiving|1.7500|14.0000|78.325123152709359|40.2500|0|0|88|20|True
297|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Eaton - Admitting||6.2500|63.255813953488372|6.2500|0|0|83|8|True
185|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Emergency|5.7500|357.5000|60.382513661202185|177.5000|1|1|144|3|True
233|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Food Court (Beside Subway)|11.2500|122.7500|63.666666666666666|122.7500|0|0|109|8|True
184|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Food Court (Beside Subway)|19.2500|96.7500|72.972972972972972|38.7500|0|0|100|3|True
116|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Food Court (Beside Sushi-Q)|26.2500|144.2500|72.413793103448275|144.2500|0|0|80|8|True
98|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Food Court (Beside Sushi-Q)|57.5000|319.0000|75.229357798165137|147.7500|0|0|108|3|True
208|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Food Court (By Sushi-Q) - Coke-branded|14.2500|154.2500|53.205128205128205|52.0000|0|0|146|3|True
207|13|Route 1|101|Toronto General Hospital|200 Elizabeth Street|Toronto|ON|Ground - Food Court - By Subway (Dasani branded)|14.0000|129.7500|77.343750000000000|41.7500|0|0|58|3|True
277|13|Route 1|104|Toronto Western Hospital|399 Bathurst St.|Toronto|ON|6/F - Ophthalmology Waiting Area|||87.333333333333333|58.2500|0|0|41|12|True
191|13|Route 1|104|Toronto Western Hospital|399 Bathurst St.|Toronto|ON|Ground - Beside ATM|16.7500|80.5000|56.097560975609756|69.5000|0|0|108|6|True
192|13|Route 1|104|Toronto Western Hospital|399 Bathurst St.|Toronto|ON|Ground - Beside Male Washroom|11.0000|124.2500|77.567567567567567|93.7500|0|0|83|6|True
118|13|Route 1|104|Toronto Western Hospital|399 Bathurst St.|Toronto|ON|Ground - Machine Bank||52.5000|88.346883468834688|58.2500|0|0|43|6|True
238|13|Route 1|104|Toronto Western Hospital|399 Bathurst St.|Toronto|ON|Ground - Machine Bank|25.0000|258.2500|43.666666666666666|214.0000|0|0|168|6|True
99|13|Route 1|104|Toronto Western Hospital|399 Bathurst St.|Toronto|ON|Ground - Machine Bank|43.7500|474.7500|58.620689655172413|376.5000|6|6|264|6|True
203|13|Route 1|104|Toronto Western Hospital|399 Bathurst St.|Toronto|ON|Ground - Machine Bank|31.5000|353.7500|60.784313725490196|273.5000|0|0|120|6|True
526|13|Route 1|263|University of Toronto - Hart House|20 Queen's Park Cres W 7 Hart House Circle|Toronto|ON|West Wing - Basement|21.2500|80.5000|78.348623853211009|61.5000|0|0|118|6|True
527|13|Route 1|263|University of Toronto - Hart House|20 Queen's Park Cres W 7 Hart House Circle|Toronto|ON|West Wing - Basement|22.5000|137.7500|61.000000000000000|104.5000|1|1|117|6|True
911|13|Route 1|294|University of Toronto - KPE|Athletic Centre 55 Harbord St|Toronto|ON|299 Bloor St W|||80.269814502529510|212.5000|0|0|117|34|True
909|13|Route 1|294|University of Toronto - KPE|Athletic Centre 55 Harbord St|Toronto|ON|320 Huron St|2.0000|20.2500|61.463414634146341|233.5000|2|2|158|26|True
910|13|Route 1|294|University of Toronto - KPE|Athletic Centre 55 Harbord St|Toronto|ON|"55 Harbord St "|||87.519260400616332|100.7500|0|0|81|26|True
212|1|Route 2|14|Canada's Best Store Fixtures|170 Sharer Road|Woodbridge|ON|Warehouse|||62.087912087912087|66.2500|3|3|83|41|True
1261|1|Route 2|360|Centennial College - Downsview Campus|65 Carl Hall Rd|North York|ON|"1st floor "||2.7500|74.375000000000000|32.7500|0|0|78|17|True
1262|1|Route 2|360|Centennial College - Downsview Campus|65 Carl Hall Rd|North York|ON|"1st floor "|||84.027777777777777|66.0000|0|0|46|27|True
1263|1|Route 2|360|Centennial College - Downsview Campus|65 Carl Hall Rd|North York|ON|2nd floor Coke||5.5000|49.687500000000000|22.0000|1|1|154|17|True
1264|1|Route 2|360|Centennial College - Downsview Campus|65 Carl Hall Rd|North York|ON|2nd floor Dasani|||92.013888888888888|5.5000|0|0|24|17|True
1155|1|Route 2|360|Centennial College - Downsview Campus|65 Carl Hall Rd|North York|ON|Main Foyer||5.5000|70.402298850574712|39.5000|0|0|91|17|True
1117|1|Route 2|336|Cineplex - Colossus Woodbridge|3555 Highway 7 West|Woodbridge|ON|Lobby - Arcade|29.5000|149.5000|67.666666666666666|24.5000|0|0|97|0|True
1116|1|Route 2|336|Cineplex - Colossus Woodbridge|3555 Highway 7 West|Woodbridge|ON|Lobby - By Outtakes|35.0000|279.5000|31.250000000000000|5.0000|0|0|208|0|True
1136|1|Route 2|352|Cineplex - Yorkdale|3401 Dufferin St|North York|ON|Across Theatre 7|19.0000|173.5000|45.333333333333333|593.5000|0|0|163|31|True
288|1|Route 2|147|Eurospec Manufacturing Inc.|130 Harry Walker parkway|Newmarket|ON|2/F Lunchroom||2.0000|72.941176470588235|2.0000|1|1|23|5|True
303|1|Route 2|147|Eurospec Manufacturing Inc.|130 Harry Walker parkway|Newmarket|ON|2/F Lunchroom|13.5000|20.5000|87.500000000000000|20.5000|1|1|27|5|True
302|1|Route 2|147|Eurospec Manufacturing Inc.|130 Harry Walker parkway|Newmarket|ON|2/F Lunchroom|9.5000|22.7500|88.235294117647058|20.7500|0|0|57|5|True
230|1|Route 2|230|Humber River Hospital - Main Building|1235 Wilson Avenue|Toronto|ON|6E ICU|8.2500|47.2500|68.000000000000000|145.5000|0|0|96|24|True
426|1|Route 2|230|Humber River Hospital - Main Building|1235 Wilson Avenue|Toronto|ON|6E ICU|19.0000|99.2500|51.104100946372239|276.7500|7|7|155|24|True
435|1|Route 2|230|Humber River Hospital - Main Building|1235 Wilson Avenue|Toronto|ON|6W ICU|3.0000|28.2500|64.344262295081967|75.7500|0|0|87|24|True
523|1|Route 2|262|Improve Canada Inc|7250 Keele Street|Vaughan|ON|Front Entrance|4.0000|21.0000|103.431372549019607|181.2500|5|5|57|39|True
529|1|Route 2|278|Kohl & Frisch Limited|7622 Keele St|Concord|ON|2/F Lunchroom|13.0000|56.2500|83.119266055045871|45.0000|0|0|92|6|True
856|1|Route 2|278|Kohl & Frisch Limited|7622 Keele St|Concord|ON|2/F Lunchroom|27.7500|101.2500|73.550724637681159|79.5000|0|0|146|6|True
857|1|Route 2|278|Kohl & Frisch Limited|7622 Keele St|Concord|ON|G/F Lunchroom|11.2500|63.0000|76.992753623188405|46.5000|0|0|127|6|True
1294|1|Route 2|382|Mackenzie Health - Richmond Hill Hospital|10 Trench St|Richmond Hill|ON|Emergency Entrance|76.5000|385.5000|73.569023569023569|30.0000|1|1|157|0|True
1295|1|Route 2|382|Mackenzie Health - Richmond Hill Hospital|10 Trench St|Richmond Hill|ON|Emergency Entrance|50.0000|306.7500|58.012820512820512|40.0000|0|0|131|0|True
1299|1|Route 2|382|Mackenzie Health - Richmond Hill Hospital|10 Trench St|Richmond Hill|ON|Emergency Entrance|47.5000|625.5000|16.666666666666666|25.2500|1|1|240|0|True
1296|1|Route 2|382|Mackenzie Health - Richmond Hill Hospital|10 Trench St|Richmond Hill|ON|Tim Hortons Entrance|5.7500|43.0000|75.510204081632653|81.2500|0|0|72|0|True
1297|1|Route 2|382|Mackenzie Health - Richmond Hill Hospital|10 Trench St|Richmond Hill|ON|Tim Hortons Entrance|11.5000|54.0000|76.599326599326599|4.5000|0|0|139|0|True
1298|1|Route 2|382|Mackenzie Health - Richmond Hill Hospital|10 Trench St|Richmond Hill|ON|Tim Hortons Entrance|8.2500|52.2500|65.705128205128205|5.5000|0|0|107|0|True
150|1|Route 2|55|Maple Leaf Bread Ltd.|144 Viceroy Rd|Vaughan|ON|2/F Plant Lunchroom|8.2500|67.0000|80.847145488029465|47.0000|0|0|104|3|True
10|1|Route 2|55|Maple Leaf Bread Ltd.|144 Viceroy Rd|Vaughan|ON|2/F Plant Lunchroom||27.2500|85.283018867924528|16.7500|0|0|40|3|True
109|1|Route 2|55|Maple Leaf Bread Ltd.|144 Viceroy Rd|Vaughan|ON|G/F Lunchroom|||78.169014084507042|33.0000|2|2|31|24|True
114|1|Route 2|151|Maple Toyota|88 Auto Vaughan Dr.|Vaughan|ON|In Vending Area|6.5000|25.0000|78.260869565217391|21.0000|0|0|40|1|True
313|1|Route 2|151|Maple Toyota|88 Auto Vaughan Dr.|Vaughan|ON|In Vending Area|3.5000|30.5000|89.062500000000000|19.0000|0|0|39|1|True
965|1|Route 2|301|Reptilia - Vaughan|2501 Rutherford Rd|Concord|ON|Back of Zoo|65.5000|192.0000|71.090909090909090|175.5000|0|0|159|6|True
969|1|Route 2|301|Reptilia - Vaughan|2501 Rutherford Rd|Concord|ON|Back of Zoo|32.5000|149.5000|58.823529411764705|139.5000|0|0|126|6|True
974|1|Route 2|301|Reptilia - Vaughan|2501 Rutherford Rd|Concord|ON|Front Entrance|14.0000|63.5000|79.395604395604395|40.0000|0|0|76|6|True
521|1|Route 2|259|Sanofi Pasteur|1755 Steeles Ave W|North York|ON|Building B61 – Lunchroom|2.5000|24.0000|72.210526315789473|60.2500|0|0|132|7|True
531|1|Route 2|259|Sanofi Pasteur|1755 Steeles Ave W|North York|ON|Building B61 – Lunchroom||40.2500|77.281191806331471|89.5000|0|0|122|7|True
519|1|Route 2|259|Sanofi Pasteur|1755 Steeles Ave W|North York|ON|Building B83 – Cafeteria Vending Area|1.7500|4.2500|75.443037974683544|16.7500|1|1|97|7|True
528|1|Route 2|259|Sanofi Pasteur|1755 Steeles Ave W|North York|ON|Building B83 – Cafeteria Vending Area|11.5000|48.7500|73.752310536044362|98.0000|2|2|142|7|True
520|1|Route 2|259|Sanofi Pasteur|1755 Steeles Ave W|North York|ON|Trailer 16-C||3.7500|66.578947368421052|60.0000|0|0|127|19|True
1193|1|Route 2|362|Seneca - York|70 The Pond Rd|North York|ON|1F Athletics Desk|||65.878378378378378|176.5000|0|0|101|31|True
1195|1|Route 2|362|Seneca - York|70 The Pond Rd|North York|ON|1F Welcome Center||||0.0000|0|0|0|12|True
1192|1|Route 2|362|Seneca - York|70 The Pond Rd|North York|ON|2F South Washrooms||5.7500|37.171052631578947|346.0000|1|1|191|31|True
1191|1|Route 2|362|Seneca - York|70 The Pond Rd|North York|ON|2nd Floor North Lounge|||78.191489361702127|64.5000|0|0|82|31|True
1190|1|Route 2|362|Seneca - York|70 The Pond Rd|North York|ON|3F South Washrooms||4.0000|68.483412322274881|211.5000|0|0|133|31|True
973|1|Route 2|303|Seneca Student Federation - King Campus|13990 Dufferin St|King City|ON|Gym Hallway|2.0000|15.0000|74.803149606299212|26.5000|0|0|160|12|True
19|1|Route 2|81|St. Andrew's College|15800 Yonge Street|Aurora|ON|Ice Arena||||0.0000|||0|3|True
11|1|Route 2|81|St. Andrew's College|15800 Yonge Street|Aurora|ON|Ice Arena||65.0000|93.733681462140992|0.0000|0|0|24|3|True
677|1|Route 2|81|St. Andrew's College|15800 Yonge Street|Aurora|ON|Ice Arena||27.0000|92.580645161290322|0.0000|0|0|25|3|True
678|1|Route 2|81|St. Andrew's College|15800 Yonge Street|Aurora|ON|Ice Arena||11.0000|75.657894736842105|0.0000|0|0|74|3|True
41|1|Route 2|90|Trenton Cold Storage|3691-3695 Weston Road|Toronto|ON|Inside loading dock office|2.5000|5.0000|62.539682539682539|61.2500|0|0|118|23|True
469|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Arena A|||61.858974358974358|92.5000|1|1|119|35|True
470|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Arena A||8.2500|59.580838323353293|157.2500|0|0|135|18|True
471|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Arena B|2.5000|17.5000|72.115384615384615|107.5000|1|1|87|35|True
472|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Arena B||19.7500|61.666666666666666|140.0000|0|0|115|35|True
442|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Atrium||||71.7500|||0|27|True
960|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Atrium|40.0000|105.7500|91.167192429022082|75.5000|0|0|56|6|True
467|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Entrance||2.5000|79.746835443037974|17.5000|0|0|57|6|True
468|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Entrance|14.2500|34.2500|70.895522388059701|22.7500|0|0|78|6|True
498|1|Route 2|242|Vaughan - Al Palladini CC|9201 Islington Ave|Woodbridge|ON|Entrance||2.0000|91.989664082687338|2.0000|0|0|6|6|True
525|1|Route 2|271|"Vaughan - Bathurst Clark Library "|900 Clark Ave W|Vaughan|ON|Lobby|18.2500|113.0000|65.585585585585585|168.0000|0|0|191|11|True
675|1|Route 2|271|"Vaughan - Bathurst Clark Library "|900 Clark Ave W|Vaughan|ON|Lobby|8.2500|48.5000|71.000000000000000|82.5000|0|0|87|11|True
79|1|Route 2|243|Vaughan - Chancellor CC|350 Ansley Grove Rd|Woodbridge|ON|Hallway|4.0000|42.0000|71.058823529411764|170.7500|2|2|123|11|True
475|1|Route 2|243|Vaughan - Chancellor CC|350 Ansley Grove Rd|Woodbridge|ON|Hallway|2.5000|37.2500|55.704697986577181|133.5000|0|0|132|11|True
287|1|Route 2|255|Vaughan - City Hall|2141 Major Mackenzie Drive|Vaughan|ON|Cafeteria|2.0000|18.5000|77.205882352941176|117.5000|0|0|93|15|True
513|1|Route 2|255|Vaughan - City Hall|2141 Major Mackenzie Drive|Vaughan|ON|Cafeteria||5.0000|62.418300653594771|182.5000|0|0|115|15|True
332|1|Route 2|280|Vaughan - Civic Centre Library|2185 Major MacKenzie Dr W|Maple|ON|Lobby|||43.243243243243243|592.2500|10|10|130|0|True
700|1|Route 2|280|Vaughan - Civic Centre Library|2185 Major MacKenzie Dr W|Maple|ON|Lobby|7.7500|67.7500|57.272727272727272|7.7500|0|0|95|0|True
93|1|Route 2|244|Vaughan - Dufferin Clark CC|1441 Clark Ave West|"Concord "|ON|By Pool|4.5000|22.0000|83.878504672897196|124.2500|0|0|69|13|True
473|1|Route 2|244|Vaughan - Dufferin Clark CC|1441 Clark Ave West|"Concord "|ON|By Pool||5.2500|71.764705882352941|47.7500|0|0|73|13|True
460|1|Route 2|244|Vaughan - Dufferin Clark CC|1441 Clark Ave West|"Concord "|ON|Library|||84.937888198757763|93.5000|0|0|55|6|True
474|1|Route 2|244|Vaughan - Dufferin Clark CC|1441 Clark Ave West|"Concord "|ON|Library||27.5000|75.704225352112676|5.5000|0|0|69|6|True
479|1|Route 2|245|Vaughan - Father Ermanno Bulfon CC|8141 Martin Grove Rd|"Woodbridge "|ON|Hallway||16.5000|71.768707482993197|13.7500|0|0|83|7|True
510|1|Route 2|245|Vaughan - Father Ermanno Bulfon CC|8141 Martin Grove Rd|"Woodbridge "|ON|Hallway||18.2500|85.253456221198156|18.2500|0|0|64|7|True
57|1|Route 2|246|Vaughan - Garnet A. Williams CC|501 Clark Ave West|Thornhill|ON|Arena|18.0000|76.5000|58.552631578947368|215.7500|4|4|126|0|True
494|1|Route 2|246|Vaughan - Garnet A. Williams CC|501 Clark Ave West|Thornhill|ON|Arena|21.2500|88.0000|58.295964125560538|132.2500|0|0|93|0|True
492|1|Route 2|246|Vaughan - Garnet A. Williams CC|501 Clark Ave West|Thornhill|ON|Atrium|2.5000|12.7500|82.580645161290322|2.5000|0|0|54|0|True
493|1|Route 2|246|Vaughan - Garnet A. Williams CC|501 Clark Ave West|Thornhill|ON|Atrium|11.0000|89.7500|61.377245508982035|8.2500|0|0|129|0|True
507|1|Route 2|246|Vaughan - Garnet A. Williams CC|501 Clark Ave West|Thornhill|ON|Atrium|4.5000|110.5000|71.058823529411764|4.5000|0|0|123|0|True
506|1|Route 2|247|Vaughan - Maple CC|10190 Keele St|Maple|ON|Arena|49.7500|80.5000|68.000000000000000|168.0000|4|4|80|12|True
485|1|Route 2|247|Vaughan - Maple CC|10190 Keele St|Maple|ON|Arena - Right|8.2500|47.2500|56.770833333333333|106.7500|0|0|83|12|True
483|1|Route 2|247|Vaughan - Maple CC|10190 Keele St|Maple|ON|Fitness Center|2.7500|14.2500|67.006802721088435|162.0000|0|0|97|28|True
465|1|Route 2|247|Vaughan - Maple CC|10190 Keele St|Maple|ON|Hallway|||42.222222222222222|13.5000|3|3|78|12|True
482|1|Route 2|247|Vaughan - Maple CC|10190 Keele St|Maple|ON|Hallway|8.2500|43.2500|62.580645161290322|99.2500|2|2|116|12|True
500|1|Route 2|247|Vaughan - Maple CC|10190 Keele St|Maple|ON|Hallway|23.5000|126.5000|77.987421383647798|247.5000|0|0|140|12|True
462|1|Route 2|248|Vaughan - North Thornhill CC|300 Pleasant Ridge Ave|Thornhill|ON|Vending Bank||10.5000|42.222222222222222|23.7500|3|3|78|11|True
486|1|Route 2|248|Vaughan - North Thornhill CC|300 Pleasant Ridge Ave|Thornhill|ON|Vending Bank|10.2500|106.2500|68.085106382978723|106.2500|0|0|90|3|True
487|1|Route 2|248|Vaughan - North Thornhill CC|300 Pleasant Ridge Ave|Thornhill|ON|Vending Bank|5.0000|25.0000|81.730769230769230|22.5000|0|0|57|3|True
488|1|Route 2|248|Vaughan - North Thornhill CC|300 Pleasant Ridge Ave|Thornhill|ON|Vending Bank|5.0000|37.2500|69.444444444444444|26.2500|0|0|88|3|True
501|1|Route 2|248|Vaughan - North Thornhill CC|300 Pleasant Ridge Ave|Thornhill|ON|Vending Bank|32.2500|199.5000|84.161490683229813|114.5000|0|0|102|3|True
394|1|Route 2|272|"Vaughan - Pierre Berton Library "|4921 Rutherford Rd|Woodbridge|ON|Lobby|6.0000|36.5000|82.804232804232804|74.7500|1|1|65|11|True
676|1|Route 2|272|"Vaughan - Pierre Berton Library "|4921 Rutherford Rd|Woodbridge|ON|Lobby||13.2500|75.167785234899328|34.2500|0|0|74|11|True
491|1|Route 2|249|Vaughan - Rosemount CC|1000 New Westminster Dr|Thornhill|ON|Arena|||46.073298429319371|127.7500|3|3|72|17|True
490|1|Route 2|249|Vaughan - Rosemount CC|1000 New Westminster Dr|Thornhill|ON|Entrance|||56.293706293706293|109.0000|0|0|125|9|True
502|1|Route 2|249|Vaughan - Rosemount CC|1000 New Westminster Dr|Thornhill|ON|Entrance|||77.018633540372670|153.2500|0|0|148|9|True
699|1|Route 2|249|Vaughan - Rosemount CC|1000 New Westminster Dr|Thornhill|ON|Entrance||7.5000|15.000000000000000|116.0000|4|4|132|9|True
211|1|Route 2|250|Vaughan - Vellore Village CC|1 Villa Royale Ave|Woodbridge|ON|Vending Area|||20.833333333333333|8.2500|4|4|11|80|True
463|1|Route 2|250|Vaughan - Vellore Village CC|1 Villa Royale Ave|Woodbridge|ON|Vending Area|||11.570247933884297|282.7500|10|10|95|7|True
503|1|Route 2|250|Vaughan - Vellore Village CC|1 Villa Royale Ave|Woodbridge|ON|Vending Area|67.7500|298.7500|79.968944099378881|296.2500|0|0|129|7|True
480|1|Route 2|250|Vaughan - Vellore Village CC|1 Villa Royale Ave|Woodbridge|ON|Vending Area - Left|13.5000|56.5000|60.126582278481012|56.5000|0|0|126|7|True
481|1|Route 2|250|Vaughan - Vellore Village CC|1 Villa Royale Ave|Woodbridge|ON|Vending Area - Right|11.5000|81.2500|63.698630136986301|84.0000|0|0|105|7|True
295|1|Route 2|251|Vaughan - Woodbridge Pool and Memorial Arena|5020 Highway 7|"Woodbridge "|ON|Downstairs by Arena|||46.172248803827751|96.7500|9|9|136|9|True
477|1|Route 2|251|Vaughan - Woodbridge Pool and Memorial Arena|5020 Highway 7|"Woodbridge "|ON|Downstairs by Arena|||64.423076923076923|45.0000|0|0|74|18|True
478|1|Route 2|251|Vaughan - Woodbridge Pool and Memorial Arena|5020 Highway 7|"Woodbridge "|ON|Downstairs by Arena||5.7500|75.000000000000000|75.0000|0|0|84|9|True
476|1|Route 2|251|Vaughan - Woodbridge Pool and Memorial Arena|5020 Highway 7|"Woodbridge "|ON|Upstairs by Pool|||83.695652173913043|19.2500|0|0|30|9|True
504|1|Route 2|251|Vaughan - Woodbridge Pool and Memorial Arena|5020 Highway 7|"Woodbridge "|ON|Upstairs by Pool|||75.315315315315315|38.7500|0|0|137|9|True
68|15|Route 3|111|Burloak Sports Center|952 Century Drive|Burlington|ON|Main Lobby||2.0000|46.278317152103559|67.0000|7|7|166|31|True
2|15|Route 3|16|Carlson Wagonlit Travel|2425 Matheson Boulevard East Ste 600|Mississauga|ON|Lunchroom||9.5000|46.153846153846153|23.0000|7|8|112|21|True
1127|15|Route 3|346|Cineplex - Burlington|1250 Brant St|Burlington|ON|Lobby - Theatres 5-12||64.5000|80.519480519480519|25.0000|0|0|60|1|True
1123|15|Route 3|342|Cineplex - Galaxy Guelph|485 Woodlawn Rd W|Guelph|ON|Lobby|14.5000|117.5000|38.636363636363636|524.5000|0|0|189|64|True
1120|15|Route 3|339|Cineplex - Galaxy Guelph Pergola|85 Clair Rd E|Guelph|ON|Lobby|9.5000|34.0000|47.727272727272727|161.0000|0|0|161|41|True
1122|15|Route 3|341|Cineplex - Galaxy Waterloo|550 King St N|Waterloo|ON|Lobby||35.0000|67.532467532467532|197.5000|0|0|100|37|True
